order_id,order_date,ship_date,city,channel,customer_tier,quantity,unit_price,discount_pct,commission_paid,refund_amount,revenue,returned
103227,2025-04-28,2025-05-12,Dammam,phone,bronze,20,54.81,,29.8,580.3,993.26,1
100596,18 Jan 2025,2025-01-24,Riyadh,store,gold,16,19.46,,5.18,0.0,172.64,0
104339,06/27/2025,2025-07-04,JEDDAH,phone,bronze,20,17.78,,8.57,0.0,285.59,0
103946,2024-10-17,2024-10-21,tabuk,store,bronze,37,32.63,,28.33,0.0,944.35,0
102226,2025/05/19,2025-06-01,Riyadh,online,bronze,13,20.51,0.059,7.65,0.0,254.87,0
103667,6 May 2024,2024-05-18,riyadh,phone,silver,4,24.87,,2.39,0.0,79.83,0
102856,06/09/2024,2024-06-14,Tabuk,store,bronze,31,26.08,0.096,21.97,0.0,732.17,0
103679,9 May 2024,2024-05-17,Riyadh,online,bronze,8,10.48,0.046,2.45,0.0,81.51,0
103310,10/28/2024,2024-11-09,riyadh,store,gold,2,51.41,,2.58,0.0,86.08,0
101956,2024/03/02,2024-03-15,Tabuk,phone,bronze,30,53.54,,45.32,0.0,1510.7,0
104546,2025/03/11,2025-03-25,riyadh,online,silver,31,52.7,0.215,37.14,744.95,1237.98,1
104556,04/29/2025,2025-05-11,Dammam,online,bronze,29,62.54,0.107,48.11,0.0,1603.54,0
103546,8 Sep 2024,2024-09-20,Jeddah,online,bronze,1,13.17,0.147,0.35,0.0,11.71,0
100092,8 Oct 2024,2024-10-13,Dammam,store,bronze,24,23.89,0.083,15.64,0.0,521.33,0
101561,26 Apr 2025,2025-05-04,Tabuk,online,bronze,14,14.36,0.137,5.33,24.79,177.59,1
103029,08/04/2024,2024-08-17,Dammam,store,silver,36,38.06,0.183,33.97,0.0,1132.43,0
102191,2025/03/15,2025-03-25,Riyadh,phone,bronze,17,31.65,,13.55,162.96,451.63,1
101391,12/24/2024,2025-01-01,Tabuk,online,gold,3,28.77,0.2,2.07,0.0,69.01,0
103457,01/30/2024,2024-02-10,TABUK ,phone,bronze,35,41.51,,34.79,0.0,1159.65,0
100672,2025-01-29,2025-02-02,Jeddah,store,gold,8,12.97,0.138,2.63,0.0,87.55,0
103972,16 Jan 2024,2024-01-29,Riyadh,online,silver,5,27.37,,3.59,0.0,119.72,0
100171,2024/05/22,2024-06-01,Riyadh,online,gold,29,25.95,0.27,15.22,132.56,507.32,1
104526,2024/10/10,2024-10-11,Jeddah,online,bronze,22,15.88,0.204,8.45,277.95,281.8,1
104155,2024-06-04,2024-06-05,Jeddah,phone,bronze,24,26.74,,17.25,285.25,574.84,1
102921,05/05/2025,2025-05-19,Tabuk,phone,bronze,40,9.33,,8.51,0.0,283.6,0
100695,2024/04/28,2024-04-29,Tabuk,online,bronze,13,42.87,0.054,15.45,0.0,515.11,0
100977,2024-04-23,2024-05-06,Jeddah,online,gold,9,47.85,0.197,10.52,0.0,350.77,0
103135,21 Jan 2025,2025-01-29,Dammam,store,silver,33,40.69,0.24,30.78,30.91,1025.97,1
104525,05/12/2024,2024-05-20,dammam ,online,silver,27,25.02,0.161,17.19,0.0,572.88,0
102099,2025/01/21,2025-02-02,riyadh,store,silver,13,27.7,,5.98,0.0,199.18,0
101824,04/26/2025,2025-05-08,Dammam,online,bronze,36,18.5,0.067,18.3,0.0,609.85,0
103089,2024/04/03,2024-04-13,Jeddah,online,gold,36,39.5,,31.58,0.0,1052.68,0
100962,2025-06-11,2025-06-20,Jeddah,online,bronze,30,61.92,0.103,50.02,0.0,1667.42,0
104019,2024-07-12,2024-07-14,Riyadh,online,bronze,5,51.13,0.053,7.43,242.12,247.52,1
101249,2024/03/08,2024-03-12,Tabuk,online,gold,40,38.59,0.189,37.78,720.01,1259.38,1
104687,2024/03/21,2024-03-27,Riyadh,store,gold,36,46.66,0.139,42.36,0.0,1412.1,0
102564,15 Nov 2024,2024-11-26,Jeddah,online,bronze,40,37.75,0.029,45.0,0.0,1500.13,0
103861,05/06/2024,2024-05-16,Jeddah,store,bronze,28,62.26,0.06,49.35,0.0,1645.01,0
103407,16 Jul 2024,2024-07-21,Jeddah,online,bronze,11,34.4,0.216,8.75,161.81,291.83,1
103523,06/08/2025,2025-06-22,Riyadh,phone,gold,9,61.46,,9.99,0.0,332.86,0
103789,2024/06/27,2024-07-08,Jeddah,online,silver,7,263.33,0.184,46.1,0.0,1536.67,0
103527,1 Sep 2024,2024-09-04,Riyadh,phone,gold,32,42.44,,28.81,0.0,960.37,0
100342,2024-04-14,2024-04-18,Tabuk,store,silver,26,66.48,0.228,41.48,0.0,1382.5,0
104393,06/21/2024,2024-07-03, Jeddah,phone,silver,32,272.64,,228.53,0.0,7617.77,0
102565,14 Aug 2024,2024-08-17,Dammam,online,bronze,39,39.06,0.102,40.51,1016.64,1350.28,1
100509,2024-08-16,2024-08-26,Jeddah,store,bronze,6,35.18,0.136,5.56,60.82,185.32,1
103326,02/25/2025,2025-03-11,Abha,store,silver,31,9.01,,5.33,0.0,177.64,0
100257,31 Jan 2024,2024-02-01,Abha,store,bronze,8,32.7,0.148,6.85,0.0,228.21,0
100873,22 Mar 2024,2024-04-02,TABUK ,phone,gold,21,13.78,,6.67,0.0,222.31,0
100801,2024/09/23,2024-09-28,DAMMAM,online,bronze,28,24.33,0.163,16.91,0.0,563.6,0
102504,6 Nov 2024,2024-11-19,Abha,online,bronze,11,96.8,0.132,26.81,168.02,893.64,1
100513,20 Sep 2024,2024-10-01,Riyadh ,store,silver,35,67.77,0.111,62.18,0.0,2072.73,0
100227,2 Jun 2025,2025-06-10,Riyadh,store,bronze,10,9.14,0.057,2.61,86.22,86.9,1
102038,2024-01-20,2024-01-24,Riyadh,online,bronze,21,148.42,0.183,76.76,0.0,2558.66,0
100116,2024-11-16,2024-11-17,Abha,online,silver,26,20.82,0.127,14.35,0.0,478.48,0
102658,2024-03-02,2024-03-08,JEDDAH,online,bronze,7,24.43,0.101,4.49,0.0,149.61,0
102531,2 Mar 2024,2024-03-04,dammam ,store,silver,5,70.82,0.232,8.16,0.0,271.99,0
102491,9 Feb 2025,2025-02-13,Tabuk,online,gold,10,14.47,0.211,3.47,0.0,115.71,0
100104,2024/04/14,2024-04-17,Tabuk,phone,silver,31,88.66,,75.31,0.0,2510.4,0
101134,4 Jun 2024,2024-06-13,Dammam,online,bronze,39,48.1,0.45,31.02,767.2,1034.0,1
100203,2025/06/30,2025-07-05,Jeddah,online,bronze,27,59.19,0.132,40.55,0.0,1351.65,0
101685,2024-06-21,2024-07-04,Riyadh,online,bronze,23,36.05,0.069,22.45,268.64,748.37,1
104528,2025/04/17,2025-04-24,Dammam,online,bronze,32,94.79,0.131,78.99,164.72,2633.16,1
100244,03/25/2024,2024-04-03,Jeddah,online,bronze,18,20.89,0.044,10.8,0.0,360.02,0
100681,2024/06/12,2024-06-24,Riyadh ,online,silver,13,17.95,,5.77,14.61,192.45,1
101237,2024-01-16,2024-01-22,Riyadh,online,gold,34,38.56,0.21,29.98,0.0,999.32,0
103294,2024/08/20,2024-08-26,Jeddah,online,gold,10,24.21,0.336,4.72,0.0,157.22,0
102788,2025/06/13,2025-06-15,Jeddah,online,bronze,32,295.87,0.095,253.4,4821.61,8446.68,1
104009,2024-07-28,2024-08-01,riyadh,online,bronze,36,37.99,,34.96,566.63,1165.23,1
102661,2025/02/09,2025-02-18,abha,online,bronze,18,30.14,0.211,12.77,0.0,425.63,0
101315,02/19/2024,2024-02-26,Riyadh,phone,bronze,27,29.2,,16.26,0.0,542.03,0
100937,17 Mar 2025,2025-03-27,Tabuk,online,gold,19,23.94,0.234,10.27,91.71,342.42,1
101932,2024/01/11,2024-01-22,Dammam,store,silver,38,38.16,0.071,40.52,0.0,1350.51,0
102951,2024-02-06,2024-02-07,Riyadh ,store,silver,7,22.16,0.187,3.83,0.0,127.52,0
104870,2024-12-03,2024-12-13,Dammam,online,silver,5,19.97,0.225,2.3,0.0,76.75,0
102490,22 Sep 2024,2024-09-30,DAMMAM,online,bronze,5,9.72,0.107,1.27,0.0,42.32,0
101587,08/02/2024,2024-08-16,Jeddah,store,gold,23,40.03,0.192,22.11,0.0,736.89,0
103948,04/01/2024,2024-04-09,Riyadh ,online,bronze,37,18.29,0.124,17.0,0.0,566.81,0
101148,05/06/2024,2024-05-08,Abha,online,bronze,1,86.71,0.088,2.33,0.0,77.7,0
104260,2024/11/27,2024-12-07,Riyadh,store,silver,35,76.31,0.275,57.57,0.0,1919.09,0
102809,7 Apr 2025,2025-04-20,Riyadh,phone,silver,5,22.67,,1.99,0.0,66.18,0
101494,16 Oct 2024,2024-10-29,abha,online,bronze,4,52.12,0.157,5.2,175.77,173.43,1
103288,06/14/2024,2024-06-21, Jeddah,store,gold,4,45.24,,3.14,0.0,104.75,0
101906,8 Apr 2024,2024-04-15,Jeddah,store,bronze,13,38.48,0.126,13.27,33.65,442.36,1
103252,2024-02-10,2024-02-21, Jeddah,store,bronze,4,103.25,0.179,10.22,0.0,340.78,0
103238,2024/10/07,2024-10-17,Riyadh,online,gold,5,14.12,0.19,1.73,0.0,57.59,0
104788,2025/03/29,2025-04-08,DAMMAM,online,silver,36,47.94,0.196,40.58,0.0,1352.6,0
101582,31 Aug 2024,2024-09-04,riyadh,online,silver,2,8.73,0.301,0.35,12.2,11.53,1
101865,2025-01-10,2025-01-16,Dammam,store,bronze,32,55.61,0.137,45.19,0.0,1506.23,0
102600,2024/06/09,2024-06-13,tabuk,phone,bronze,36,50.8,,45.81,0.0,1527.09,0
102923,2025-04-15,2025-04-28,Riyadh,online,gold,4,48.31,0.14,4.93,0.0,164.33,0
101947,07/02/2024,2024-07-12,Riyadh,online,silver,1,85.74,0.143,2.14,0.0,71.46,0
101513,5 Jun 2025,2025-06-17,Dammam,phone,bronze,9,43.36,,7.75,0.0,258.26,0
103019,15 Apr 2024,2024-04-23,Riyadh ,online,bronze,28,56.92,0.089,43.25,0.0,1441.74,0
104496,03/10/2024,2024-03-24,Jeddah,phone,silver,13,15.29,,5.05,0.0,168.34,0
102388,2024-04-18,2024-04-22,Riyadh,store,bronze,28,114.92,0.062,89.24,0.0,2974.56,0
104639,01/03/2025,2025-01-14,Riyadh,online,silver,36,30.22,0.244,25.03,0.0,834.18,0
104402,2025-05-19,2025-05-23,DAMMAM,store,bronze,36,21.39,0.251,17.09,0.0,569.65,0
103225,08/23/2024,2024-08-31,Riyadh,online,gold,22,76.99,0.168,41.66,704.92,1388.58,1
102782,2024/05/17,2024-05-23,Riyadh ,store,silver,1,62.72,0.18,1.54,0.0,51.29,0
101878,2024-06-23,2024-06-25,Riyadh ,store,silver,32,48.93,0.136,41.93,0.0,1397.6,0
104874,2024-06-11,2024-06-12,Jeddah,store,gold,24,17.73,0.153,10.87,210.35,362.23,1
104255,06/26/2024,2024-07-07,Abha,store,gold,23,32.9,,16.69,0.0,556.31,0
100544,09/04/2024,2024-09-09,Tabuk,online,silver,27,35.21,0.103,25.74,0.0,858.03,0
104784,07/31/2024,2024-08-10,JEDDAH,phone,gold,26,227.01,,144.23,2173.25,4807.79,1
104736,06/29/2024,2024-07-01,Dammam,store,bronze,25,49.75,0.103,32.86,0.0,1095.23,0
101771,2025/01/27,2025-02-08,Jeddah,store,bronze,1,47.2,0.086,1.33,0.0,44.43,0
104005,01/15/2024,2024-01-20,Jeddah,store,silver,31,28.9,0.114,23.09,0.0,769.8,0
104588,2024/02/08,2024-02-21,Tabuk,phone,bronze,26,32.11,,21.98,579.64,732.74,1
101307,2025-06-18,2025-06-21,JEDDAH,phone,bronze,4,29.89,,3.3,0.0,110.08,0
104842,1 Apr 2025,2025-04-15, Jeddah,phone,bronze,25,75.26,,54.41,0.0,1813.71,0
102869,05/06/2025,2025-05-11,Tabuk,online,silver,37,48.5,0.126,47.03,0.0,1567.62,0
102798,05/25/2024,2024-05-28, Jeddah,online,bronze,8,6.33,0.032,1.47,42.89,48.99,1
101933,20 Mar 2024,2024-03-23,Dammam,online,silver,25,54.6,0.228,31.03,0.0,1034.4,0
103251,11 Jan 2025,2025-01-17,Tabuk,online,bronze,12,9.42,,2.23,0.0,74.2,0
102231,03/31/2025,2025-04-04,Riyadh ,phone,gold,29,15.33,,11.58,0.0,386.04,0
102756,2024-01-18,2024-01-23,Abha,store,gold,25,48.43,0.265,27.23,0.0,907.66,0
100465,9 May 2025,2025-05-13,Jeddah,store,bronze,1,130.94,,3.19,106.42,106.48,1
100200,2025-01-29,2025-02-02,riyadh,online,bronze,29,41.26,,31.1,0.0,1036.7,0
102792,4 Feb 2024,2024-02-06,Riyadh,online,bronze,15,78.99,0.083,32.16,0.0,1072.04,0
101316,04/19/2024,2024-05-03,Dammam,online,gold,33,44.7,0.169,36.61,0.0,1220.29,0
100680,2024-01-06,2024-01-17,Jeddah,online,bronze,11,49.54,0.129,13.68,0.0,456.08,0
104731,5 Jun 2024,2024-06-13,Riyadh ,store,silver,37,58.86,,50.29,0.0,1676.42,0
102952,2024-07-13,2024-07-22,Dammam,online,bronze,27,39.91,0.116,28.81,847.0,960.28,1
103351,2024/03/14,2024-03-15,Riyadh,online,bronze,34,22.27,,15.23,364.91,507.7,1
101634,06/07/2024,2024-06-21,dammam ,online,silver,21,105.7,0.157,55.96,0.0,1865.41,0
103968,26 May 2025,2025-06-08,Riyadh,store,silver,32,54.3,0.141,43.7,0.0,1456.51,0
100132,2024/02/18,2024-02-27,Tabuk,online,silver,24,106.36,,49.34,0.0,1644.53,0
100288,24 Apr 2024,2024-05-03,JEDDAH,online,silver,19,13.2,,5.99,136.58,199.83,1
102110,05/19/2024,2024-05-24,Riyadh,online,silver,15,18.25,0.08,7.66,33.59,255.48,1
101877,25 Sep 2024,2024-10-08,riyadh,store,silver,5,73.09,0.129,9.55,0.0,318.41,0
104743,2024/05/15,2024-05-28,DAMMAM,online,bronze,33,49.75,0.083,46.23,0.0,1541.04,0
100995,2025-06-30,2025-07-14,Tabuk,store,silver,19,33.96,0.23,14.45,0.0,481.63,0
102186,2024-10-29,2024-11-02,riyadh,store,silver,12,20.85,0.144,6.4,0.0,213.29,0
102233,2024-12-03,2024-12-13,Riyadh,phone,bronze,6,12.4,,2.21,0.0,73.83,0
102180,11/28/2024,2024-12-12,Tabuk,store,silver,38,41.71,0.166,39.66,0.0,1322.01,0
102213,2025/06/20,2025-06-24,abha,phone,bronze,40,35.14,,37.33,0.0,1244.32,0
100280,2024-01-24,2024-01-25,Abha,online,bronze,5,59.38,0.168,7.38,0.0,245.85,0
101923,2024/08/30,2024-09-01,Jeddah,phone,bronze,28,51.63,,24.44,0.0,814.74,0
100252,2024/04/08,2024-04-12,Abha,online,bronze,27,46.86,0.171,31.4,0.0,1046.73,0
103563,2025-04-27,2025-05-08,Tabuk,store,bronze,11,97.01,0.027,31.51,0.0,1050.18,0
103603,3 Nov 2024,2024-11-08,JEDDAH,online,bronze,19,12.11,0.086,6.2,0.0,206.82,0
100333,2025-01-12,2025-01-25,DAMMAM,online,bronze,5,36.73,0.167,4.53,0.0,151.14,0
103630,2024/12/17,2024-12-25,Riyadh ,phone,silver,36,25.5,,23.7,0.0,789.96,0
104698,09/07/2024,2024-09-20,Jeddah,online,gold,13,73.06,,23.21,0.0,773.78,0
103742,11 May 2024,2024-05-22,Riyadh,online,bronze,13,30.67,0.141,10.09,184.33,336.23,1
101639,2025/05/17,2025-05-20,Riyadh,online,silver,30,51.78,,33.62,0.0,1120.58,0
101110,02/22/2024,2024-03-06,Riyadh,phone,bronze,7,39.74,,6.77,0.0,225.8,0
100397,10/07/2024,2024-10-19,Abha,online,gold,8,70.91,0.174,13.9,468.66,463.22,1
102892,2024-05-25,2024-05-31,Tabuk,store,silver,25,12.19,0.169,7.57,0.0,252.27,0
104491,14 Feb 2024,2024-02-19, Jeddah,store,bronze,13,90.86,,33.01,0.0,1100.23,0
102171,2024/03/17,2024-03-24, Jeddah,store,gold,11,152.09,0.175,42.5,0.0,1416.51,0
104713,2024-11-28,2024-12-07,DAMMAM,online,silver,28,45.7,,28.29,0.0,942.96,0
103962,2024-06-06,2024-06-08,Riyadh,online,bronze,11,35.29,0.118,10.51,0.0,350.31,0
103884,8 Sep 2024,2024-09-17,Jeddah,online,bronze,33,103.58,0.181,84.0,0.0,2800.06,0
104361,2024/07/24,2024-08-06,Riyadh,online,bronze,17,37.37,,13.52,0.0,450.57,0
